CpG_id	intercept	f	pval	qval	CpG_id	geneSymbol	posDesc	chr	start	end	CpG_id	beta(AD)	beta(Normal)	Delta beta
cg06558952	0.0	0.0	0.00240884987505674	0.0	cg06558952	MAOA	TSS1500	X	43514718	43514841		0.0	0.0	0.0	
cg20864678	0.0	0.0	0.00242297508419703	0.0	cg20864678	CYorf15A	TSS200	Y	21729037	21729160		0.0	0.0	0.0	
cg12527112	0.0	0.0	0.00242654270958549	0.0	cg12527112	UPF3B	TSS200	X	118986976	118987099		0.0	0.0	0.0	
cg03517379	0.0	0.0	0.00242837972789741	0.0	cg03517379	NKRF	TSS1500	X	118740406	118740529		0.0	0.0	0.0	
cg09909750	0.0	0.0	0.00243422356949718	0.0	cg09909750	PHKA2	TSS1500	X	19003035	19003158		0.0	0.0	0.0	
cg05034175	0.0	0.0	0.00243650614514768	0.0	cg05034175	NCRNA00087	TSS1500	X	134233109	134233232		0.0	0.0	0.0	
cg05687312	0.0	0.0	0.00244702508782133	0.0	cg05687312	FAM123B	TSS200	X	63425794	63425917		0.0	0.0	0.0	
cg21604054	0.0	0.0	0.00245374718662844	0.0	cg21604054	MST4	TSS1500	X	131156970	131157093		0.0	0.0	0.0	
cg15165694	0.0	0.0	0.00245512017538176	0.0	cg15165694	SLC25A43	TSS200	X	118533179	118533302		0.0	0.0	0.0	
cg16617830	0.0	0.0	0.00246482224633993	0.0	cg16617830	GK	TSS1500	X	48748951	48749074		0.0	0.0	0.0	
cg02821380	0.0	0.0	0.00246658894668724	0.0	cg02821380	HTATSF1	TSS1500	X	135579081	135579204		0.0	0.0	0.0	
cg25852925	0.0	0.0	0.00246946255772415	0.0	cg25852925	IQSEC2	TSS200	X	149531527	149531650		0.0	0.0	0.0	
cg03892808	0.0	0.0	0.00247037673895584	0.0	cg03892808	PDZD4	TSS1500	X	153096307	153096430		0.0	0.0	0.0	
cg06042004	0.0	0.0	0.00247204235973904	0.0	cg06042004	LAGE3	TSS200	X	153707710	153707833		0.0	0.0	0.0	
cg27403913	0.0	0.0	0.00247802369326538	0.0	cg27403913	PQBP1	TSS1500	X	48755154	48755277		0.0	0.0	0.0	
cg12377327	0.0	0.0	0.00248153711155192	0.0	cg12377327	WDR45	TSS200	X	48937697	48937820		0.0	0.0	0.0	
cg08417382	0.0	0.0	0.00248257608035977	0.0	cg08417382	IKBKG	TSS1500	X	153775328	153775451		0.0	0.0	0.0	
cg27112414	0.0	0.0	0.00248368579628274	0.0	cg27112414	UBL4A	TSS1500	X	153715339	153715462		0.0	0.0	0.0	
cg21864225	0.0	0.0	0.00249092569438515	0.0	cg21864225	GABRQ	TSS200	X	151806556	151806679		0.0	0.0	0.0	
cg20778411	0.0	0.0	0.0024965470205853	0.0	cg20778411	MSL3	TSS200	X	37003920	37004043		0.0	0.0	0.0	
cg18923230	0.0	0.0	0.00249675075404129	0.0	cg18923230	RPL10	TSS200	X	153626413	153626536		0.0	0.0	0.0	
cg11271681	0.0	0.0	0.0025129085189356	0.0	cg11271681	APLN	TSS200	X	128788936	128789059		0.0	0.0	0.0	
cg11708870	0.0	0.0	0.00251401143259005	0.0	cg11708870	KLHL13	TSS1500	X	117251123	117251246		0.0	0.0	0.0	
cg21634944	0.0	0.0	0.00252716905417083	0.0	cg21634944	EDA	TSS200	X	68835885	68836008		0.0	0.0	0.0	
cg20474581	0.0	0.0	0.00252086379489665	0.0	cg20474581	USP9Y	TSS200	Y	14812997	14813120		0.0	0.0	0.0	
cg19528502	0.0	0.0	0.00252429504183106	0.0	cg19528502	HNRNPH2	TSS200	X	100663176	100663299		0.0	0.0	0.0	
cg11291200	0.0	0.0	0.00252896852861137	0.0	cg11291200	MAGEB2	TSS200	X	30233490	30233613		0.0	0.0	0.0	
cg07312966	0.0	0.0	0.00253518760689254	0.0	cg07312966	GPC4	TSS200	X	132549205	132549328		0.0	0.0	0.0	
cg25815185	0.0	0.0	0.00253802801385736	0.0	cg25815185	KDM5D	TSS200	Y	21906868	21906991		0.0	0.0	0.0	
cg00618396	0.0	0.0	0.00254038509714254	0.0	cg00618396	VBP1	TSS200	X	154444551	154444674		0.0	0.0	0.0	
cg21304892	0.0	0.0	0.00254822324925689	0.0	cg21304892	NCRNA00086	TSS200	X	134555728	134555851		0.0	0.0	0.0	
cg19063141	0.0	0.0	0.00254830771301229	0.0	cg19063141	FLNA	TSS200	X	153603079	153603202		0.0	0.0	0.0	
cg03052502	0.0	0.0	0.00254994143510545	0.0	cg03052502	FAM197Y2	TSS1500	Y	9193029	9193152		0.0	0.0	0.0	
cg00026186	0.0	0.0	0.0025615834802214	0.0	cg00026186	PORCN	TSS200	X	48367230	48367353		0.0	0.0	0.0	
cg06079963	0.0	0.0	0.00255288398104851	0.0	cg06079963	POLA1	TSS200	X	24711994	24712117		0.0	0.0	0.0	
cg00895705	0.0	0.0	0.00255400311267707	0.0	cg00895705	WNK3	TSS200	X	54384537	54384660		0.0	0.0	0.0	
cg07863318	0.0	0.0	0.00255575251197494	0.0	cg07863318	RNF113A	TSS200	X	119005983	119006106		0.0	0.0	0.0	
cg13674559	0.0	0.0	0.00255737011034538	0.0	cg13674559	WDR44	TSS1500	X	117479752	117479875		0.0	0.0	0.0	
cg01825872	0.0	0.0	0.00256076957825511	0.0	cg01825872	OPHN1	TSS200	X	67653324	67653447		0.0	0.0	0.0	
cg23446945	0.0	0.0	0.00256229629771779	0.0	cg23446945	NKRF	TSS1500	X	118740132	118740255		0.0	0.0	0.0	
cg14430524	0.0	0.0	0.00257502317044083	0.0	cg14430524	PJA1	TSS200	X	68385397	68385520		0.0	0.0	0.0	
cg01434723	0.0	0.0	0.00257947065580962	0.0	cg01434723	UBL4A	TSS200	X	153715087	153715210		0.0	0.0	0.0	
cg26059639	0.0	0.0	0.00258284706019256	0.0	cg26059639	PRPS2	TSS200	X	12809315	12809438		0.0	0.0	0.0	
cg24194941	0.0	0.0	0.00258870828658433	0.0	cg24194941	VBP1	TSS200	X	154444570	154444693		0.0	0.0	0.0	
cg13244998	0.0	0.0	0.00259431025085409	0.0	cg13244998	MAP7D3	TSS200	X	129114666	129114789		0.0	0.0	0.0	
cg15391239	0.0	0.0	0.00259676558452794	0.0	cg15391239	FLNA	TSS200	X	153603171	153603294		0.0	0.0	0.0	
cg22983460	0.0	0.0	0.00259821072307863	0.0	cg22983460	SUV39H1	TSS1500	X	48554902	48555025		0.0	0.0	0.0	
cg24559073	0.0	0.0	0.00260308597536487	0.0	cg24559073	ZNF41	TSS200	X	47342471	47342594		0.0	0.0	0.0	
cg19238394	0.0	0.0	0.00260650442209972	0.0	cg19238394	WDR45	TSS200	X	48958236	48958359		0.0	0.0	0.0	
cg09326448	0.0	0.0	0.00260997143862752	0.0	cg09326448	GEMIN8	TSS1500	X	54666075	54666198		0.0	0.0	0.0	
cg07912337	0.0	0.0	0.00261749814666323	0.0	cg07912337	FAM3A	TSS200	X	153744670	153744793		0.0	0.0	0.0	
cg03050491	0.0	0.0	0.00262061430461639	0.0	cg03050491	IRAK1	TSS1500	X	153285654	153285777		0.0	0.0	0.0	
cg26190455	0.0	0.0	0.00263021315895419	0.0	cg26190455	PRPS2	TSS1500	X	12809173	12809296		0.0	0.0	0.0	
cg26893124	0.0	0.0	0.00263214487886751	0.0	cg26893124	ELF4	TSS1500	X	129245188	129245311		0.0	0.0	0.0	
cg05899999	0.0	0.0	0.00263298625205526	0.0	cg05899999	TIMM8A	TSS200	X	100603765	100603888		0.0	0.0	0.0	
cg10422744	0.0	0.0	0.00263510593430525	0.0	cg10422744	SRY	TSS200	Y	16632438	16632561		0.0	0.0	0.0	
cg19180514	0.0	0.0	0.00263871325337245	0.0	cg19180514	LPAR4	TSS1500	X	51361516	51361639		0.0	0.0	0.0	
cg05091873	0.0	0.0	0.00264884633915971	0.0	cg05091873	CD99L2	TSS1500	X	150067687	150067810		0.0	0.0	0.0	
cg20121427	0.0	0.0	0.00264885729452174	0.0	cg20121427	MAOA	TSS1500	X	43514483	43514606		0.0	0.0	0.0	
cg09310980	0.0	0.0	0.00264972914564919	0.0	cg09310980	IDS	TSS200	X	152740503	152740626		0.0	0.0	0.0	
cg13024624	0.0	0.0	0.00265114275772092	0.0	cg13024624	HNRNPH2	TSS200	X	100663146	100663269		0.0	0.0	0.0	
cg08300622	0.0	0.0	0.00266734588473114	0.0	cg08300622	SCML2	TSS200	X	18372963	18373086		0.0	0.0	0.0	
cg17624691	0.0	0.0	0.00267060954357132	0.0	cg17624691	LAS1L	TSS200	X	64754747	64754870		0.0	0.0	0.0	
cg17727916	0.0	0.0	0.00267928570638825	0.0	cg17727916	SCML2	TSS200	X	18373022	18373145		0.0	0.0	0.0	
cg20781383	0.0	0.0	0.00268332944094267	0.0	cg20781383	RPL10	TSS200	X	153626527	153626650		0.0	0.0	0.0	
cg09793609	0.0	0.0	0.00268498447324122	0.0	cg09793609	FAM70A	TSS200	X	119445399	119445522		0.0	0.0	0.0	
cg01120894	0.0	0.0	0.00269169437858652	0.0	cg01120894	RAB33A	TSS200	X	129305726	129305849		0.0	0.0	0.0	
cg09060772	0.0	0.0	0.0027037315406717	0.0	cg09060772	FAM155B	TSS1500	X	68723761	68723884		0.0	0.0	0.0	
cg21327581	0.0	0.0	0.00271195811565466	0.0	cg21327581	SYN1	TSS1500	X	47479500	47479623		0.0	0.0	0.0	
cg05032903	0.0	0.0	0.00272012234798762	0.0	cg05032903	PCDH19	TSS1500	X	99665948	99666071		0.0	0.0	0.0	
cg02233190	0.0	0.0	0.0027215776103575	0.0	cg02233190	EIF1AY	TSS200	Y	22737591	22737714		0.0	0.0	0.0	
cg23390865	0.0	0.0	0.00272389439394762	0.0	cg23390865	LOC100133957	TSS1500	X	47518016	47518139		0.0	0.0	0.0	
cg00466309	0.0	0.0	0.00272692493218935	0.0	cg00466309	LOC100131434	TSS1500	X	148622572	148622695		0.0	0.0	0.0	
cg17195879	0.0	0.0	0.00272991460483062	0.0	cg17195879	RPL10	TSS1500	X	153626255	153626378		0.0	0.0	0.0	
cg23896353	0.0	0.0	0.00273146636769612	0.0	cg23896353	MTM1	TSS200	X	149737039	149737162		0.0	0.0	0.0	
cg19235109	0.0	0.0	0.00273323947649364	0.0	cg19235109	FANCB	TSS1500	X	14891591	14891714		0.0	0.0	0.0	
cg20498086	0.0	0.0	0.00273397229939262	0.0	cg20498086	FAM123B	TSS1500	X	63425930	63426053		0.0	0.0	0.0	
cg26811602	0.0	0.0	0.00273918517546478	0.0	cg26811602	SLC9A7	TSS1500	X	46618762	46618885		0.0	0.0	0.0	
cg05109619	0.0	0.0	0.0027426945040535	0.0	cg05109619	PDZD11	TSS200	X	69509801	69509924		0.0	0.0	0.0	
cg21284034	0.0	0.0	0.00274972494925856	0.0	cg21284034	TCEAL1	TSS1500	X	102883667	102883790		0.0	0.0	0.0	
cg12263679	0.0	0.0	0.0027565040975599	0.0	cg12263679	FAM122C	TSS200	X	133941121	133941244		0.0	0.0	0.0	
cg08239458	0.0	0.0	0.00275927532678907	0.0	cg08239458	HTATSF1	TSS200	X	135579472	135579595		0.0	0.0	0.0	
cg19060387	0.0	0.0	0.00275838590573237	0.0	cg19060387	AIFM1	TSS200	X	129299908	129300031		0.0	0.0	0.0	
cg06822229	0.0	0.0	0.00276329876158241	0.0	cg06822229	ACSL4	TSS1500	X	108976856	108976979		0.0	0.0	0.0	
cg01887353	0.0	0.0	0.00276536595913179	0.0	cg01887353	ZNF41	TSS200	X	47342480	47342603		0.0	0.0	0.0	
cg06441867	0.0	0.0	0.00277057134831996	0.0	cg06441867	NHSL2	TSS1500	X	71130729	71130852		0.0	0.0	0.0	
cg22662834	0.0	0.0	0.00277500156680738	0.0	cg22662834	LONRF3	TSS200	X	49012665	49012788		0.0	0.0	0.0	
cg09091181	0.0	0.0	0.00277209386915318	0.0	cg09091181	ACSL4	TSS200	X	108976749	108976872		0.0	0.0	0.0	
cg04586456	0.0	0.0	0.00277240887672233	0.0	cg04586456	RP2	TSS200	X	46696297	46696420		0.0	0.0	0.0	
cg26792541	0.0	0.0	0.00279430299959714	0.0	cg26792541	NCRNA00086	TSS1500	X	134555545	134555668		0.0	0.0	0.0	
cg09514431	0.0	0.0	0.00279505132123805	0.0	cg09514431	SLC9A6	TSS200	X	135067539	135067662		0.0	0.0	0.0	
cg16245086	0.0	0.0	0.0027997835416775	0.0	cg16245086	TIMM8A	TSS200	X	100603828	100603951		0.0	0.0	0.0	
cg24258005	0.0	0.0	0.0028123410814864	0.0	cg24258005	FAM104B	TSS200	X	55187696	55187819		0.0	0.0	0.0	
cg18833705	0.0	0.0	0.00281239398699796	0.0	cg18833705	NCRNA00087	TSS1500	X	134232988	134233111		0.0	0.0	0.0	
cg20439892	0.0	0.0	0.00281411034912941	0.0	cg20439892	NGFRAP1	TSS1500	X	102631453	102631576		0.0	0.0	0.0	
cg22823767	0.0	0.0	0.00281807888881685	0.0	cg22823767	SCML2	TSS200	X	18373028	18373151		0.0	0.0	0.0	
cg06427226	0.0	0.0	0.00281965193946409	0.0	cg06427226	RNF128	TSS200	X	105969730	105969853		0.0	0.0	0.0	
cg08405463	0.0	0.0	0.00283024058825256	0.0	cg08405463	LONRF3	TSS200	X	118108651	118108774		0.0	0.0	0.0	
cg15755924	0.0	0.0	0.00283244594147463	0.0	cg15755924	RNF113A	TSS200	X	119005989	119006112		0.0	0.0	0.0	
cg23218997	0.0	0.0	0.00283164770321111	0.0	cg23218997	TCEAL3	TSS200	X	102862639	102862762		0.0	0.0	0.0	
cg19407410	0.0	0.0	0.00283956362972341	0.0	cg19407410	PCDH19	TSS1500	X	99665951	99666074		0.0	0.0	0.0	
cg04650971	0.0	0.0	0.00284149388689263	0.0	cg04650971	NCRNA00086	TSS200	X	134555733	134555856		0.0	0.0	0.0	
cg20764275	0.0	0.0	0.00284231877132619	0.0	cg20764275	USP9Y	TSS200	Y	17568616	17568739		0.0	0.0	0.0	
cg06616857	0.0	0.0	0.00285336276024841	0.0	cg06616857	SLC10A3	TSS200	X	153719132	153719255		0.0	0.0	0.0	
cg05893072	0.0	0.0	0.00286204857075754	0.0	cg05893072	IRS4	TSS200	X	107979700	107979823		0.0	0.0	0.0	
cg18397310	0.0	0.0	0.00286083750015363	0.0	cg18397310	PRDX4	TSS200	X	23685473	23685596		0.0	0.0	0.0	
cg02623256	0.0	0.0	0.00286850765338961	0.0	cg02623256	PDK3	TSS200	X	24483231	24483354		0.0	0.0	0.0	
cg16126759	0.0	0.0	0.00287179291534899	0.0	cg16126759	RRAGB	TSS1500	X	55743906	55744029		0.0	0.0	0.0	
cg04593869	0.0	0.0	0.00288185940992252	0.0	cg04593869	TCEAL3	TSS1500	X	102862630	102862753		0.0	0.0	0.0	
cg02803670	0.0	0.0	0.0028854386895181	0.0	cg02803670	ZNF75D	TSS1500	X	134478751	134478874		0.0	0.0	0.0	
cg04376185	0.0	0.0	0.00289850262450678	0.0	cg04376185	SCML1	TSS1500	X	17755081	17755204		0.0	0.0	0.0	
cg05260852	0.0	0.0	0.00290002338664138	0.0	cg05260852	GPR50	TSS1500	X	54665817	54665940		0.0	0.0	0.0	
cg14867863	0.0	0.0	0.00291365958157791	0.0	cg14867863	GPC3	TSS1500	X	133119961	133120084		0.0	0.0	0.0	
cg16250105	0.0	0.0	0.00292486629797553	0.0	cg16250105	WDR45	TSS200	X	48958174	48958297		0.0	0.0	0.0	
cg23143524	0.0	0.0	0.00292059135159929	0.0	cg23143524	PDK3	TSS1500	X	24483077	24483200		0.0	0.0	0.0	
cg16097380	0.0	0.0	0.00292610775573944	0.0	cg16097380	LOC100303728	TSS200	X	118603239	118603362		0.0	0.0	0.0	
cg23991947	0.0	0.0	0.00293016399446307	0.0	cg23991947	TBC1D25	TSS1500	X	48397845	48397968		0.0	0.0	0.0	
cg00727483	0.0	0.0	0.00293104171744137	0.0	cg00727483	ARHGEF9	TSS200	X	62975065	62975188		0.0	0.0	0.0	
cg10645578	0.0	0.0	0.00293394635500614	0.0	cg10645578	ZNF182	TSS200	X	47863501	47863624		0.0	0.0	0.0	
cg27147258	0.0	0.0	0.00294387129866714	0.0	cg27147258	RBMX	TSS200	X	48534592	48534715		0.0	0.0	0.0	
cg04716051	0.0	0.0	0.00294620562965796	0.0	cg04716051	CDKL5	TSS1500	X	18443256	18443379		0.0	0.0	0.0	
cg05544622	0.0	0.0	0.00294902146501484	0.0	cg05544622	TSPY1	TSS1500	Y	9303646	9303769		0.0	0.0	0.0	
cg15308487	0.0	0.0	0.0029533178651095	0.0	cg15308487	PDK3	TSS200	X	24483292	24483415		0.0	0.0	0.0	
cg22817647	0.0	0.0	0.00296975721232955	0.0	cg22817647	GPRASP2	TSS200	X	101967266	101967389		0.0	0.0	0.0	
cg05803370	0.0	0.0	0.00296918406895365	0.0	cg05803370	UBL4A	TSS1500	X	153715241	153715364		0.0	0.0	0.0	
cg05152874	0.0	0.0	0.00297088042856805	0.0	cg05152874	SHROOM4	TSS200	X	50557122	50557245		0.0	0.0	0.0	
cg16248169	0.0	0.0	0.0029712286433997	0.0	cg16248169	FTSJ1	TSS1500	X	48334308	48334431		0.0	0.0	0.0	
cg04042030	0.0	0.0	0.00297234271625868	0.0	cg04042030	TBL1Y	TSS200	Y	6778623	6778746		0.0	0.0	0.0	
cg17776579	0.0	0.0	0.00297799090533303	0.0	cg17776579	ZNF673	TSS200	X	46306513	46306636		0.0	0.0	0.0	
cg12614178	0.0	0.0	0.00297898634697123	0.0	cg12614178	CASK	TSS1500	X	41782685	41782808		0.0	0.0	0.0	
cg01079126	0.0	0.0	0.00297819843141368	0.0	cg01079126	MTMR1	TSS1500	X	149861641	149861764		0.0	0.0	0.0	
cg02770249	0.0	0.0	0.00298133191314812	0.0	cg02770249	LAMP2	TSS200	X	119603233	119603356		0.0	0.0	0.0	
cg09411587	0.0	0.0	0.00298151465386354	0.0	cg09411587	DKC1	TSS200	X	153990928	153991051		0.0	0.0	0.0	
cg10799208	0.0	0.0	0.0029872221074456	0.0	cg10799208	TTTY10	TSS1500	Y	22681436	22681559		0.0	0.0	0.0	
cg04491396	0.0	0.0	0.00299197381663673	0.0	cg04491396	TSC22D3	TSS200	X	107019182	107019305		0.0	0.0	0.0	
cg10991514	0.0	0.0	0.00299220391541588	0.0	cg10991514	DCAF12L2	TSS200	X	125300111	125300234		0.0	0.0	0.0	
cg04027004	0.0	0.0	0.00299959433709767	0.0	cg04027004	TSC22D3	TSS1500	X	107019426	107019549		0.0	0.0	0.0	
cg27471304	0.0	0.0	0.00300531387905992	0.0	cg27471304	STAG2	TSS1500	X	124339778	124339901		0.0	0.0	0.0	
cg09996779	0.0	0.0	0.00300555682754334	0.0	cg09996779	HPRT1	TSS200	X	133594039	133594162		0.0	0.0	0.0	
cg00775115	0.0	0.0	0.0030079126798497	0.0	cg00775115	ZNF41	TSS1500	X	47343198	47343321		0.0	0.0	0.0	
cg08969352	0.0	0.0	0.00300859198466646	0.0	cg08969352	FANCB	TSS1500	X	14891423	14891546		0.0	0.0	0.0	
cg15392343	0.0	0.0	0.00300961370023014	0.0	cg15392343	GRIPAP1	TSS200	X	48858832	48858955		0.0	0.0	0.0	
cg03460558	0.0	0.0	0.00301029645038858	0.0	cg03460558	SMARCA1	TSS200	X	128657473	128657596		0.0	0.0	0.0	
cg25124605	0.0	0.0	0.00301527143226507	0.0	cg25124605	BCORL1	TSS200	X	129116500	129116623		0.0	0.0	0.0	
cg13252613	0.0	0.0	0.00302237411899823	0.0	cg13252613	LOC100101121	TSS1500	Y	9747748	9747871		0.0	0.0	0.0	
cg26301245	0.0	0.0	0.0030272099513866	0.0	cg26301245	ZNF674	TSS200	X	46405090	46405213		0.0	0.0	0.0	
cg00213853	0.0	0.0	0.00302980507327826	0.0	cg00213853	MPP1	TSS1500	X	154034091	154034214		0.0	0.0	0.0	
cg18395382	0.0	0.0	0.00303402909151274	0.0	cg18395382	PLXNA3	TSS1500	X	153686199	153686322		0.0	0.0	0.0	
cg08874821	0.0	0.0	0.00304583237703061	0.0	cg08874821	ZNF674	TSS1500	X	46405125	46405248		0.0	0.0	0.0	
cg06341336	0.0	0.0	0.00304595620331567	0.0	cg06341336	APEX2	TSS200	X	55026590	55026713		0.0	0.0	0.0	
cg06464066	0.0	0.0	0.00304749787600303	0.0	cg06464066	REPS2	TSS200	X	16964808	16964931		0.0	0.0	0.0	
cg10070668	0.0	0.0	0.00304773223564709	0.0	cg10070668	TBC1D8B	TSS1500	X	18693585	18693708		0.0	0.0	0.0	
cg21480420	0.0	0.0	0.00305068128628561	0.0	cg21480420	FAM70A	TSS200	X	119445407	119445530		0.0	0.0	0.0	
cg12026625	0.0	0.0	0.00305102949298918	0.0	cg12026625	PLP2	TSS200	X	49028165	49028288		0.0	0.0	0.0	
cg26121752	0.0	0.0	0.00305284793678945	0.0	cg26121752	REPS2	TSS200	X	16964805	16964928		0.0	0.0	0.0	
cg21544051	0.0	0.0	0.00305331179824874	0.0	cg21544051	EFNB1	TSS1500	X	68048104	68048227		0.0	0.0	0.0	
cg24701794	0.0	0.0	0.00306685861553913	0.0	cg24701794	ZNF674	TSS1500	X	46405123	46405246		0.0	0.0	0.0	
cg19924862	0.0	0.0	0.00306690346077366	0.0	cg19924862	ATG4A	TSS1500	X	107334429	107334552		0.0	0.0	0.0	
cg27296664	0.0	0.0	0.0030714396571123	0.0	cg27296664	SLITRK4	TSS200	X	142723114	142723237		0.0	0.0	0.0	
cg03040210	0.0	0.0	0.00307361590733543	0.0	cg03040210	MBNL3	TSS200	X	131624077	131624200		0.0	0.0	0.0	
cg00963467	0.0	0.0	0.00307711762228179	0.0	cg00963467	HMGB3	TSS200	X	150151737	150151860		0.0	0.0	0.0	
cg00529027	0.0	0.0	0.0030843067052613	0.0	cg00529027	GABRQ	TSS1500	X	151806225	151806348		0.0	0.0	0.0	
cg19992190	0.0	0.0	0.00309223888506601	0.0	cg19992190	MBTPS2	TSS200	X	21857624	21857747		0.0	0.0	0.0	
cg26745032	0.0	0.0	0.00309443094292344	0.0	cg26745032	REPS2	TSS200	X	16964743	16964866		0.0	0.0	0.0	
cg04712194	0.0	0.0	0.00309424099993667	0.0	cg04712194	TAZ	TSS200	X	153639778	153639901		0.0	0.0	0.0	
cg00139547	0.0	0.0	0.00310151982280948	0.0	cg00139547	LAMP2	TSS200	X	119603329	119603452		0.0	0.0	0.0	
cg20597646	0.0	0.0	0.00310291725661274	0.0	cg20597646	PCDH19	TSS1500	X	99666346	99666469		0.0	0.0	0.0	
cg21758197	0.0	0.0	0.00310613302219465	0.0	cg21758197	OTUD5	TSS1500	X	48815822	48815945		0.0	0.0	0.0	
cg16756025	0.0	0.0	0.00312051756437226	0.0	cg16756025	ZNF275	TSS1500	X	152599402	152599525		0.0	0.0	0.0	
cg13182820	0.0	0.0	0.003119404470621	0.0	cg13182820	FRMD7	TSS1500	X	135991726	135991849		0.0	0.0	0.0	
cg25051948	0.0	0.0	0.00312682699452772	0.0	cg25051948	TBC1D25	TSS200	X	48397977	48398100		0.0	0.0	0.0	
cg14051366	0.0	0.0	0.00312705663772129	0.0	cg14051366	PPP1R3F	TSS200	X	49126150	49126273		0.0	0.0	0.0	
cg24186901	0.0	0.0	0.00313863898238954	0.0	cg24186901	EDA	TSS200	X	68835895	68836018		0.0	0.0	0.0	
cg03992069	0.0	0.0	0.00314354908509735	0.0	cg03992069	ZMYM3	TSS1500	X	70474783	70474906		0.0	0.0	0.0	
cg08816194	0.0	0.0	0.00315038431767025	0.0	cg08816194	NLGN4Y	TSS1500	Y	16733442	16733565		0.0	0.0	0.0	
cg13234839	0.0	0.0	0.0031556346693461	0.0	cg13234839	NCRNA00086	TSS1500	X	134555599	134555722		0.0	0.0	0.0	
cg26939525	0.0	0.0	0.00315741081233127	0.0	cg26939525	PIGA	TSS200	X	15353660	15353783		0.0	0.0	0.0	
cg07834773	0.0	0.0	0.00316589641501677	0.0	cg07834773	DGKK	TSS1500	X	50214061	50214184		0.0	0.0	0.0	
cg17197278	0.0	0.0	0.00316795044136292	0.0	cg17197278	C1GALT1C1	TSS200	X	119764200	119764323		0.0	0.0	0.0	
cg03056849	0.0	0.0	0.0031717348079918	0.0	cg03056849	MTMR1	TSS200	X	149861683	149861806		0.0	0.0	0.0	
cg20589243	0.0	0.0	0.00318317704121611	0.0	cg20589243	TMEM164	TSS200	X	109246229	109246352		0.0	0.0	0.0	
cg19523014	0.0	0.0	0.00318550572613006	0.0	cg19523014	TMEM185A	TSS200	X	148713713	148713836		0.0	0.0	0.0	
cg16431713	0.0	0.0	0.00318915736333092	0.0	cg16431713	RPL10	TSS200	X	153626523	153626646		0.0	0.0	0.0	
cg03422380	0.0	0.0	0.00320141599860822	0.0	cg03422380	TSC22D3	TSS1500	X	107019244	107019367		0.0	0.0	0.0	
cg06438901	0.0	0.0	0.00320269606727934	0.0	cg06438901	WDR45	TSS1500	X	48937877	48938000		0.0	0.0	0.0	
cg10201390	0.0	0.0	0.00321286532543739	0.0	cg10201390	DYNLT3	TSS200	X	37706936	37707059		0.0	0.0	0.0	
cg04344997	0.0	0.0	0.00321371506311247	0.0	cg04344997	EMD	TSS1500	X	153607129	153607252		0.0	0.0	0.0	
cg22917680	0.0	0.0	0.00321402359183817	0.0	cg22917680	PSMD10	TSS1500	X	107335157	107335280		0.0	0.0	0.0	
cg05799859	0.0	0.0	0.00321402453599516	0.0	cg05799859	FAM3A	TSS200	X	153744612	153744735		0.0	0.0	0.0	
cg01374431	0.0	0.0	0.00321640301010988	0.0	cg01374431	BEX4	TSS200	X	102469950	102470073		0.0	0.0	0.0	
cg17794813	0.0	0.0	0.00322195564781357	0.0	cg17794813	RPS6KA3	TSS1500	X	20285083	20285206		0.0	0.0	0.0	
cg07649160	0.0	0.0	0.00322269195965139	0.0	cg07649160	PRAF2	TSS200	X	48931826	48931949		0.0	0.0	0.0	
cg14783837	0.0	0.0	0.00322471000139919	0.0	cg14783837	IDH3G	TSS200	X	153060166	153060289		0.0	0.0	0.0	
cg04675919	0.0	0.0	0.0032270667122353	0.0	cg04675919	PRICKLE3	TSS200	X	49042889	49043012		0.0	0.0	0.0	
cg05424879	0.0	0.0	0.00323361073849026	0.0	cg05424879	SLC10A3	TSS200	X	153719176	153719299		0.0	0.0	0.0	
cg26340003	0.0	0.0	0.0032342668384539	0.0	cg26340003	FAM3A	TSS1500	X	18693413	18693536		0.0	0.0	0.0	
cg23919845	0.0	0.0	0.00323456136872289	0.0	cg23919845	ZNF673	TSS200	X	46306474	46306597		0.0	0.0	0.0	
cg23431897	0.0	0.0	0.00324024259632054	0.0	cg23431897	PLP2	TSS200	X	49027992	49028115		0.0	0.0	0.0	
cg04094482	0.0	0.0	0.00324906019896193	0.0	cg04094482	RLIM	TSS200	X	73834489	73834612		0.0	0.0	0.0	
cg19406135	0.0	0.0	0.0032514454190898	0.0	cg19406135	OPHN1	TSS1500	X	67653533	67653656		0.0	0.0	0.0	
cg16891080	0.0	0.0	0.00325994579657946	0.0	cg16891080	TCEAL6	TSS1500	X	101397678	101397801		0.0	0.0	0.0	
cg22655232	0.0	0.0	0.00326146492425408	0.0	cg22655232	PPP1R2P9	TSS200	X	42637497	42637620		0.0	0.0	0.0	
cg15511516	0.0	0.0	0.00328158895477387	0.0	cg15511516	NSDHL	TSS200	X	151999486	151999609		0.0	0.0	0.0	
cg10717149	0.0	0.0	0.00329106505623684	0.0	cg10717149	SLC25A14	TSS1500	X	129473838	129473961		0.0	0.0	0.0	
cg07473550	0.0	0.0	0.00329379110813836	0.0	cg07473550	TSC22D3	TSS200	X	107019191	107019314		0.0	0.0	0.0	
cg01353788	0.0	0.0	0.00329836115284017	0.0	cg01353788	AFF2	TSS200	X	147582069	147582192		0.0	0.0	0.0	
